geo_value,time_value,value,stderr
ms,2022-06-08,17.4807189,1.8780005
mt,2022-06-08,14.5460499,2.2167763
nc,2022-06-08,14.7290407,0.8600402
nd,2022-06-08,15.0435007,3.0747976
ne,2022-06-08,16.682201,1.9844648
nh,2022-06-08,8.2907592,1.5225332
nj,2022-06-08,14.5058157,1.0883438
nm,2022-06-08,16.6688655,1.7017732
nv,2022-06-08,16.8553506,1.8602375
ny,2022-06-08,14.5511613,0.7202244
oh,2022-06-08,16.9706008,0.8258465
ok,2022-06-08,15.8818343,1.5336316
or,2022-06-08,14.6155527,1.2050098
pa,2022-06-08,15.7370573,0.7697505
ri,2022-06-08,8.6278829,1.9658302
sc,2022-06-08,12.8825946,1.104486
sd,2022-06-08,14.0863971,2.5793819
tn,2022-06-08,16.2138781,1.0905271
tx,2022-06-08,16.1773342,0.6455429
ut,2022-06-08,16.8997536,1.7434709
va,2022-06-08,15.9836495,0.9422619
vt,2022-06-08,12.6930526,2.3778217
wa,2022-06-08,13.6103063,0.8632017
wi,2022-06-08,13.8392047,1.0001732
wv,2022-06-08,16.0835497,1.7715558
wy,2022-06-08,11.9928028,2.8604034
ak,2022-06-09,14.5821772,2.7392482
al,2022-06-09,17.116677,1.4085954
ar,2022-06-09,20.7936814,1.8604993
az,2022-06-09,15.6415182,1.1261901
ca,2022-06-09,16.4882681,0.538889
co,2022-06-09,15.5846765,1.1247331
ct,2022-06-09,12.9697366,1.2276083
de,2022-06-09,21.2297307,2.7760261
fl,2022-06-09,13.2328508,0.5643542
ga,2022-06-09,13.0660017,0.9574864
hi,2022-06-09,9.547814,1.9129583
ia,2022-06-09,12.5424828,1.1829491
id,2022-06-09,12.5730816,1.7954182
il,2022-06-09,14.5056,0.7422441
in,2022-06-09,16.8730474,1.0986633
ks,2022-06-09,17.253112,1.5729753
ky,2022-06-09,21.2093752,1.4351277
la,2022-06-09,18.7349258,1.5243903
ma,2022-06-09,15.8428929,1.1366385
md,2022-06-09,13.7941796,1.175891
me,2022-06-09,13.4056889,1.6993241
mi,2022-06-09,15.1565241,0.7751796
mn,2022-06-09,13.1359221,1.101134
mo,2022-06-09,15.8684933,1.1440227
ms,2022-06-09,21.3854085,2.0171754
mt,2022-06-09,11.1705137,2.0168138
nc,2022-06-09,14.032162,0.8413861
nd,2022-06-09,14.9725261,3.1647958
ne,2022-06-09,15.1702029,1.8962758
nh,2022-06-09,7.0411391,1.3977981
nj,2022-06-09,14.3526117,1.0871912
nm,2022-06-09,15.6619804,1.6699366
nv,2022-06-09,12.71498,1.6513545
ny,2022-06-09,14.6924794,0.7281443
oh,2022-06-09,16.1382595,0.8099544
ok,2022-06-09,18.0620456,1.6170289
or,2022-06-09,15.1694517,1.2131014
pa,2022-06-09,16.3652189,0.7823813
ri,2022-06-09,9.5219285,2.0450438
sc,2022-06-09,13.2144236,1.1207595
sd,2022-06-09,14.0964971,2.5651218
tn,2022-06-09,15.7144184,1.0743003
tx,2022-06-09,15.2217062,0.6254355
ut,2022-06-09,14.0029392,1.6162007
va,2022-06-09,15.8028772,0.9481517
vt,2022-06-09,14.7126617,2.4862213
wa,2022-06-09,13.9681975,0.8701863
wi,2022-06-09,13.9835838,1.0113376
wv,2022-06-09,17.1299323,1.8428414
wy,2022-06-09,10.8956481,2.8806142
ak,2022-06-10,13.8178173,2.7112587
al,2022-06-10,16.6003411,1.4083325
ar,2022-06-10,18.632207,1.7718949
az,2022-06-10,15.8062554,1.1218703
ca,2022-06-10,16.1683004,0.5386796
co,2022-06-10,16.1081689,1.1510378
ct,2022-06-10,12.601704,1.2224536
de,2022-06-10,18.2339293,2.6151611
fl,2022-06-10,13.7244668,0.5724765
ga,2022-06-10,12.4973285,0.9372118
hi,2022-06-10,10.1155457,1.9711924
ia,2022-06-10,12.7174255,1.1922621
id,2022-06-10,10.9501825,1.6692663
il,2022-06-10,15.3050499,0.7643025
in,2022-06-10,16.7524167,1.1099446
ks,2022-06-10,15.728797,1.5130329
ky,2022-06-10,20.1439032,1.4097798
la,2022-06-10,18.5354648,1.5123537
ma,2022-06-10,16.2408696,1.1559699
md,2022-06-10,13.476858,1.1637481
me,2022-06-10,12.7256802,1.6559843
mi,2022-06-10,14.8957736,0.7705633
mn,2022-06-10,14.9700482,1.1562581
mo,2022-06-10,16.1664407,1.1561131
ms,2022-06-10,21.0924041,1.9832796
mt,2022-06-10,8.3171886,1.7752255
nc,2022-06-10,13.1790665,0.8270016
nd,2022-06-10,15.7487093,3.3240023
ne,2022-06-10,13.7624087,1.8313352
nh,2022-06-10,7.6266037,1.4791462
nj,2022-06-10,12.9562826,1.0438518
nm,2022-06-10,15.4500688,1.6748839
nv,2022-06-10,11.4153191,1.5821314
ny,2022-06-10,14.8825618,0.7400486
oh,2022-06-10,16.029227,0.8032729
ok,2022-06-10,18.795427,1.6553458
or,2022-06-10,16.2367671,1.2382627
pa,2022-06-10,15.7105574,0.771467
ri,2022-06-10,9.7576211,2.1088529
sc,2022-06-10,12.6571538,1.108308
sd,2022-06-10,15.9663022,2.6786208
tn,2022-06-10,16.1346767,1.0825568
tx,2022-06-10,14.1436947,0.6052371
ut,2022-06-10,13.3467269,1.6156498
va,2022-06-10,14.7994695,0.9316623
vt,2022-06-10,18.8093631,2.7632801
wa,2022-06-10,13.9787604,0.8734947
wi,2022-06-10,14.6178009,1.0472574
wv,2022-06-10,16.6190937,1.8543163
wy,2022-06-10,7.4578499,2.3497516
ak,2022-06-11,12.739898,2.5497217
al,2022-06-11,14.8842941,1.3237107
ar,2022-06-11,19.3002286,1.7616378
az,2022-06-11,15.2199711,1.1113598
ca,2022-06-11,15.8652767,0.5330899
co,2022-06-11,16.4353753,1.1458869
ct,2022-06-11,14.4516906,1.2978276
de,2022-06-11,18.4400958,2.6387185
fl,2022-06-11,14.5132787,0.5862442
ga,2022-06-11,11.3740805,0.8980207
hi,2022-06-11,10.9510033,2.0157462
ia,2022-06-11,12.3732323,1.1790321
id,2022-06-11,11.8523827,1.713226
il,2022-06-11,16.1067027,0.7831726
in,2022-06-11,17.4274049,1.1345234
ks,2022-06-11,13.5135623,1.4122466
ky,2022-06-11,17.5160796,1.340217
la,2022-06-11,18.8886974,1.5233827
ma,2022-06-11,16.4038435,1.1549654
md,2022-06-11,12.0791758,1.1164642
me,2022-06-11,12.5109377,1.6419457
mi,2022-06-11,15.5402086,0.7844372
mn,2022-06-11,14.2516395,1.1437706
mo,2022-06-11,16.7825862,1.1533482
ms,2022-06-11,21.5192609,1.9791989
mt,2022-06-11,10.0892263,1.9012571
nc,2022-06-11,12.2587937,0.7963657
nd,2022-06-11,20.8598982,3.8743929
ne,2022-06-11,12.6515863,1.7523648
nh,2022-06-11,9.6765267,1.6373867
nj,2022-06-11,12.4701988,1.020063
nm,2022-06-11,14.836303,1.6514043
nv,2022-06-11,9.8864182,1.4741134
ny,2022-06-11,14.54676,0.7324607
oh,2022-06-11,15.7612599,0.7957049
ok,2022-06-11,18.9460938,1.6471705
or,2022-06-11,16.719861,1.2600432
pa,2022-06-11,14.9746694,0.7499193
ri,2022-06-11,10.6051031,2.1557622
sc,2022-06-11,11.8966474,1.0714529
sd,2022-06-11,14.5135403,2.6319815
tn,2022-06-11,15.3229291,1.0532456
tx,2022-06-11,15.0203689,0.6183784
ut,2022-06-11,12.2096975,1.5381464
va,2022-06-11,14.3408774,0.9241311
vt,2022-06-11,20.1712832,2.8662772
wa,2022-06-11,15.3029229,0.9048616
wi,2022-06-11,16.1962111,1.1008532
wv,2022-06-11,15.1943683,1.7620933
wy,2022-06-11,6.4894746,2.2303174
ak,2022-06-12,14.0335872,2.5817219
al,2022-06-12,16.1153222,1.362663
ar,2022-06-12,19.8653799,1.7583472
az,2022-06-12,14.3920661,1.0997828
ca,2022-06-12,15.6922993,0.5340857
co,2022-06-12,15.954071,1.1327721
ct,2022-06-12,15.3475979,1.340512
de,2022-06-12,19.4964818,2.671002
fl,2022-06-12,15.4048396,0.6022444
ga,2022-06-12,11.8673007,0.914729
hi,2022-06-12,11.3772396,2.062609
ia,2022-06-12,11.3986223,1.1415858
id,2022-06-12,11.6472342,1.6566691
il,2022-06-12,15.5714448,0.7837904
in,2022-06-12,18.8553541,1.1667131
ks,2022-06-12,12.8273316,1.4093028
ky,2022-06-12,17.8140179,1.3633379
la,2022-06-12,17.358719,1.5135826
ma,2022-06-12,16.0052504,1.1358554
md,2022-06-12,13.862078,1.1615552
me,2022-06-12,12.6502762,1.689761
mi,2022-06-12,15.3420164,0.7855056
mn,2022-06-12,13.0842632,1.1063093
mo,2022-06-12,17.7743692,1.1720555
ms,2022-06-12,20.6339884,1.9813967
mt,2022-06-12,15.0522589,2.3328594
nc,2022-06-12,13.0431508,0.81489
nd,2022-06-12,21.0081295,3.9022732
ne,2022-06-12,10.1180858,1.5452109
nh,2022-06-12,9.3776856,1.6610781
nj,2022-06-12,12.3231337,1.0182849
nm,2022-06-12,14.0825903,1.6158892
nv,2022-06-12,11.2407487,1.5468314
ny,2022-06-12,14.8216618,0.733114
oh,2022-06-12,14.3783893,0.766392
ok,2022-06-12,19.9117522,1.6553031
or,2022-06-12,15.8864763,1.212446
pa,2022-06-12,14.4496586,0.7368144
ri,2022-06-12,9.7545581,2.1139053
sc,2022-06-12,11.3258098,1.053438
sd,2022-06-12,15.0047164,2.6989627
tn,2022-06-12,16.061688,1.0854329
tx,2022-06-12,14.1558846,0.5985435
ut,2022-06-12,12.1608621,1.5204585
va,2022-06-12,14.9939203,0.9403195
vt,2022-06-12,16.6308521,2.752544
wa,2022-06-12,15.5864157,0.9151509
wi,2022-06-12,15.3371832,1.0949764
wv,2022-06-12,16.202158,1.8241986
wy,2022-06-12,13.1717645,3.0372608
ak,2022-06-13,14.6997216,2.7158471
al,2022-06-13,16.3832293,1.3541869
ar,2022-06-13,19.973256,1.7688121
az,2022-06-13,15.8855545,1.1425141
ca,2022-06-13,15.5354488,0.5353781
co,2022-06-13,14.8207759,1.1012434
ct,2022-06-13,15.4799611,1.3480268
de,2022-06-13,19.2465364,2.6519219
fl,2022-06-13,15.3427171,0.6015844
ga,2022-06-13,11.7746176,0.9033572
hi,2022-06-13,12.2254565,2.1278581
ia,2022-06-13,11.3021083,1.1492878
id,2022-06-13,13.0759719,1.7434166
il,2022-06-13,14.1231222,0.7533537
in,2022-06-13,17.9711416,1.1508628
ks,2022-06-13,12.1748841,1.3720436
ky,2022-06-13,16.4973592,1.3386996
la,2022-06-13,18.5059997,1.5336543
ma,2022-06-13,16.9544497,1.1708857
md,2022-06-13,14.2918003,1.1818301
me,2022-06-13,14.0096159,1.7805176
mi,2022-06-13,16.0783137,0.8008196
mn,2022-06-13,13.0613368,1.1120875
mo,2022-06-13,17.0048697,1.1655312
ms,2022-06-13,20.0756845,1.9028627
mt,2022-06-13,14.9138116,2.3389779
nc,2022-06-13,12.3497695,0.7996082
nd,2022-06-13,16.0253065,3.4666753
ne,2022-06-13,9.3695374,1.5172239
nh,2022-06-13,8.975425,1.5830624
nj,2022-06-13,13.7150096,1.0703249
nm,2022-06-13,12.3859915,1.492168
nv,2022-06-13,10.6722224,1.4924686
ny,2022-06-13,14.2078502,0.7177622
oh,2022-06-13,13.3323498,0.743725
ok,2022-06-13,19.2259056,1.6047994
or,2022-06-13,17.6071513,1.263992
pa,2022-06-13,14.4928126,0.7421408
ri,2022-06-13,9.738522,2.107011
sc,2022-06-13,12.4669798,1.1017592
sd,2022-06-13,13.3381964,2.5335849
tn,2022-06-13,17.2319142,1.1213249
tx,2022-06-13,13.9698512,0.5944533
ut,2022-06-13,14.187686,1.6059451
va,2022-06-13,15.3543443,0.9454744
vt,2022-06-13,17.2623397,2.8568162
wa,2022-06-13,16.5498396,0.9376133
wi,2022-06-13,16.3590934,1.1198929
wv,2022-06-13,17.8065374,1.9080713
wy,2022-06-13,12.7375592,3.1091878
ak,2022-06-14,13.9779465,2.6913647
al,2022-06-14,15.4250956,1.3179718
ar,2022-06-14,19.4048463,1.7479321
az,2022-06-14,16.9221554,1.1896849
ca,2022-06-14,14.1401722,0.5130697
co,2022-06-14,15.6966637,1.1269342
ct,2022-06-14,13.4825127,1.2728321
de,2022-06-14,16.714765,2.5212278
fl,2022-06-14,15.0112824,0.5913739
ga,2022-06-14,12.2792096,0.9081736
hi,2022-06-14,11.523842,2.0963693
ia,2022-06-14,13.5876739,1.2630829
id,2022-06-14,12.6997313,1.7150004
il,2022-06-14,14.2411496,0.7568649
in,2022-06-14,17.1300239,1.1253167
ks,2022-06-14,11.0357203,1.3264515
ky,2022-06-14,16.7812733,1.3567223
la,2022-06-14,19.2660612,1.561174
ma,2022-06-14,17.4387038,1.1933544
md,2022-06-14,11.8924815,1.0905735
me,2022-06-14,14.2147436,1.7866692
mi,2022-06-14,16.5010444,0.8107758
mn,2022-06-14,13.1648934,1.1275571
mo,2022-06-14,17.1129021,1.1667706
ms,2022-06-14,17.8625407,1.8094888
mt,2022-06-14,15.8893727,2.3901062
nc,2022-06-14,12.3479678,0.8021683
nd,2022-06-14,17.1286376,3.3567438
ne,2022-06-14,9.1677253,1.4942476
nh,2022-06-14,9.4654644,1.6163715
nj,2022-06-14,13.1208463,1.0545736
nm,2022-06-14,12.7880674,1.5059994
nv,2022-06-14,10.6924122,1.516956
ny,2022-06-14,14.6886115,0.736207
oh,2022-06-14,14.2498577,0.7748904
ok,2022-06-14,21.5046751,1.6759113
or,2022-06-14,17.6315835,1.2584613
pa,2022-06-14,14.2087088,0.7395096
ri,2022-06-14,10.7923239,2.1260346
sc,2022-06-14,11.9060708,1.0636952
sd,2022-06-14,11.8986889,2.426773
tn,2022-06-14,14.5919589,1.0440572
tx,2022-06-14,14.1556856,0.5964337
ut,2022-06-14,15.7635804,1.6545402
va,2022-06-14,14.8549713,0.9275208
vt,2022-06-14,14.9595098,2.7936871
wa,2022-06-14,17.5205774,0.9606213
wi,2022-06-14,15.4047232,1.1015337
wv,2022-06-14,18.5566172,1.9222725
wy,2022-06-14,13.5718985,3.2958717
ak,2022-06-15,14.3471008,2.7542008
al,2022-06-15,16.7926356,1.3612776
ar,2022-06-15,17.8147175,1.6862802
az,2022-06-15,16.4609387,1.1740426
ca,2022-06-15,13.7430175,0.5064328
co,2022-06-15,12.6993614,1.042572
ct,2022-06-15,12.9493792,1.2512502
de,2022-06-15,12.1858101,2.2155487
fl,2022-06-15,14.5431415,0.5873142
ga,2022-06-15,12.7824269,0.9200666
hi,2022-06-15,10.5899483,2.0158682
ia,2022-06-15,13.576877,1.2644436
id,2022-06-15,13.697752,1.7411358
il,2022-06-15,13.3667766,0.7427614
in,2022-06-15,17.2565831,1.1398435
ks,2022-06-15,12.4782722,1.3952562
ky,2022-06-15,16.1800962,1.3180286
la,2022-06-15,20.9191668,1.6151019
ma,2022-06-15,17.0422101,1.1813712
md,2022-06-15,11.2648976,1.0799934
me,2022-06-15,15.6188625,1.8672458
mi,2022-06-15,15.7712156,0.7995402
mn,2022-06-15,13.3779874,1.1210088
mo,2022-06-15,18.4998581,1.1983082
ms,2022-06-15,15.1779819,1.667343
mt,2022-06-15,16.115752,2.4297564
nc,2022-06-15,11.7999018,0.7815175
nd,2022-06-15,19.8584781,3.6275438
ne,2022-06-15,7.1619406,1.3352115
nh,2022-06-15,9.6009403,1.6242052
nj,2022-06-15,11.8900264,1.009012
nm,2022-06-15,13.8784431,1.57573
nv,2022-06-15,14.5325409,1.7363517
ny,2022-06-15,14.5856321,0.7320094
oh,2022-06-15,15.130353,0.8079756
ok,2022-06-15,20.8056701,1.668311
or,2022-06-15,18.4322162,1.2762768
pa,2022-06-15,14.1602761,0.7407865
ri,2022-06-15,9.7839598,2.10608
sc,2022-06-15,12.1895972,1.0821672
sd,2022-06-15,13.8117132,2.6307022
tn,2022-06-15,15.5218,1.0603187
tx,2022-06-15,13.9546839,0.5885002
ut,2022-06-15,16.0358877,1.6575492
va,2022-06-15,13.9966847,0.9044461
vt,2022-06-15,14.4347032,2.8048067
wa,2022-06-15,17.8119549,0.9712159
wi,2022-06-15,16.6381441,1.1374667
wv,2022-06-15,19.6995888,1.9642416
wy,2022-06-15,12.0693401,3.0923092
ak,2022-06-16,12.2691724,2.6018676
al,2022-06-16,17.4212563,1.3704153
ar,2022-06-16,16.6368152,1.6396236
az,2022-06-16,17.3451357,1.1922125
ca,2022-06-16,13.9630856,0.5086616
co,2022-06-16,12.3049307,1.0321018
ct,2022-06-16,13.6376923,1.2971301
de,2022-06-16,10.9991378,2.1488619
fl,2022-06-16,14.2187705,0.5791026
ga,2022-06-16,13.0603409,0.9285312
hi,2022-06-16,10.9402341,2.1092693
ia,2022-06-16,13.6421897,1.2801419
id,2022-06-16,12.8032924,1.6728329
il,2022-06-16,13.0388927,0.7442588
in,2022-06-16,18.1562102,1.1539138
ks,2022-06-16,14.4364241,1.4865125
ky,2022-06-16,14.9821814,1.2795366
la,2022-06-16,20.7929257,1.5830552
ma,2022-06-16,16.2234573,1.1600369
md,2022-06-16,11.4905233,1.0977254
me,2022-06-16,15.0328679,1.8995239
mi,2022-06-16,15.22572,0.7896523
mn,2022-06-16,14.1493178,1.1471192
mo,2022-06-16,19.1867038,1.2299271
ms,2022-06-16,13.5176865,1.5992276
mt,2022-06-16,19.0814037,2.5633602
nc,2022-06-16,12.5974732,0.8052572
nd,2022-06-16,18.8758812,3.5281391
ne,2022-06-16,10.5559567,1.6061015
nh,2022-06-16,11.274222,1.7652885
nj,2022-06-16,11.4231383,0.999914
nm,2022-06-16,14.2837069,1.5785419
nv,2022-06-16,17.5690365,1.8935818
ny,2022-06-16,13.3647584,0.7093646
oh,2022-06-16,15.1952655,0.8018904
ok,2022-06-16,19.6529965,1.6168913
or,2022-06-16,18.9499934,1.2913635
pa,2022-06-16,13.4974029,0.7288291
ri,2022-06-16,10.1967529,2.1614796
sc,2022-06-16,10.849087,1.0292573
sd,2022-06-16,18.1528917,2.9573593
tn,2022-06-16,16.5518126,1.0842072
tx,2022-06-16,14.1841752,0.5937277
ut,2022-06-16,18.5397487,1.7755278
va,2022-06-16,13.6084626,0.8861604
vt,2022-06-16,15.5870349,2.9229809
wa,2022-06-16,18.6782499,0.9915373
wi,2022-06-16,15.4507261,1.117007
wv,2022-06-16,18.0333626,1.8648184
wy,2022-06-16,12.5972548,3.0810838
ak,2022-06-17,12.7940515,2.6829418
al,2022-06-17,16.8790292,1.3533529
ar,2022-06-17,16.8151612,1.6419736
az,2022-06-17,18.4462053,1.2224672
ca,2022-06-17,14.4451687,0.5163053
co,2022-06-17,11.1758151,0.9845898
ct,2022-06-17,12.0767259,1.2289915
de,2022-06-17,13.4306628,2.3254743
fl,2022-06-17,14.0629853,0.5757323
ga,2022-06-17,13.2504935,0.9392457
hi,2022-06-17,9.2044084,1.9534768
ia,2022-06-17,16.4219392,1.3924136
id,2022-06-17,14.7330774,1.8401332
il,2022-06-17,12.4224894,0.7277805
in,2022-06-17,19.7880856,1.188333
ks,2022-06-17,14.8082005,1.4889977
ky,2022-06-17,14.9308929,1.2752769
la,2022-06-17,19.5940216,1.5663036
ma,2022-06-17,15.1414428,1.1312631
md,2022-06-17,11.0435128,1.0700374
me,2022-06-17,15.2579869,1.9359247
mi,2022-06-17,16.5328882,0.8149096
mn,2022-06-17,12.0270943,1.0642832
mo,2022-06-17,18.6371455,1.2057162
ms,2022-06-17,13.2509551,1.5892196
mt,2022-06-17,21.3169333,2.7183494
nc,2022-06-17,13.5912743,0.8236831
nd,2022-06-17,18.6871695,3.3672164
ne,2022-06-17,11.8590687,1.6762232
nh,2022-06-17,12.7405449,1.8189913
nj,2022-06-17,10.998513,0.9786789
nm,2022-06-17,17.3167856,1.7087897
nv,2022-06-17,18.4248439,1.9125805
ny,2022-06-17,13.0174052,0.6995145
oh,2022-06-17,15.9651767,0.8135595
ok,2022-06-17,19.0451474,1.5807787
or,2022-06-17,18.9253864,1.3028009
pa,2022-06-17,13.4554801,0.7273764
ri,2022-06-17,12.9089353,2.3418542
sc,2022-06-17,10.865763,1.0316478
sd,2022-06-17,16.185821,2.8175053
tn,2022-06-17,16.432207,1.081515
tx,2022-06-17,14.693284,0.6039825
ut,2022-06-17,18.0797252,1.7367788
va,2022-06-17,13.4834315,0.8861024
vt,2022-06-17,12.3853049,2.7169595
wa,2022-06-17,20.5835561,1.0394358
wi,2022-06-17,14.4808449,1.0860099
wv,2022-06-17,18.3529653,1.8536607
wy,2022-06-17,15.1920338,3.3474434
ak,2022-06-18,10.7430576,2.5453886
al,2022-06-18,15.7061304,1.3061653
ar,2022-06-18,14.8616189,1.5482985
az,2022-06-18,18.2234969,1.2125145
ca,2022-06-18,14.4545253,0.5163884
co,2022-06-18,11.3176227,1.0068824
ct,2022-06-18,10.934279,1.1967293
de,2022-06-18,13.0714531,2.3042853
fl,2022-06-18,13.4224865,0.5679197
ga,2022-06-18,13.8372388,0.9532778
hi,2022-06-18,10.5215504,2.112311
ia,2022-06-18,16.4084951,1.3880513
id,2022-06-18,15.7090031,1.902057
il,2022-06-18,12.7965612,0.7427036
in,2022-06-18,19.407184,1.1854461
ks,2022-06-18,15.4579775,1.5262292
ky,2022-06-18,14.1396571,1.2572924
la,2022-06-18,18.0958739,1.5227527
ma,2022-06-18,14.7902759,1.1254347
md,2022-06-18,10.3597221,1.0319712
me,2022-06-18,16.1415359,2.0041533
mi,2022-06-18,15.3256529,0.789677
mn,2022-06-18,12.4421699,1.087544
mo,2022-06-18,17.5250575,1.1874436
ms,2022-06-18,12.9610873,1.5848463
mt,2022-06-18,19.6887515,2.7057358
nc,2022-06-18,13.746504,0.8295482
nd,2022-06-18,16.2156983,3.1261854
ne,2022-06-18,13.2261281,1.7756556
nh,2022-06-18,11.2736486,1.7543526
nj,2022-06-18,11.8136674,1.0121214
nm,2022-06-18,17.5968399,1.7161363
nv,2022-06-18,21.0408617,2.045979
ny,2022-06-18,13.1327209,0.7001761
oh,2022-06-18,16.3593443,0.824255
ok,2022-06-18,17.3023393,1.5240833
or,2022-06-18,19.3273683,1.3096769
pa,2022-06-18,14.2226022,0.7477362
ri,2022-06-18,10.7790572,2.1554741
sc,2022-06-18,11.7357842,1.0692619
sd,2022-06-18,15.1707888,2.6969582
tn,2022-06-18,17.5758398,1.1204218
tx,2022-06-18,13.604448,0.582754
ut,2022-06-18,16.972574,1.6704433
va,2022-06-18,13.803305,0.8992943
vt,2022-06-18,12.2345455,2.6935489
wa,2022-06-18,19.7616365,1.0244067
wi,2022-06-18,13.1926358,1.0428687
wv,2022-06-18,18.5132949,1.9063769
wy,2022-06-18,17.8778878,3.3872756
ak,2022-06-19,9.7886558,2.6062762
al,2022-06-19,15.5343347,1.420783
ar,2022-06-19,16.0041172,1.7076317
az,2022-06-19,17.902208,1.2860404
ca,2022-06-19,14.124982,0.5543543
co,2022-06-19,12.2565043,1.1362354
ct,2022-06-19,11.8981035,1.3098178
de,2022-06-19,15.9285691,2.6548244
fl,2022-06-19,13.1788574,0.6085166
ga,2022-06-19,15.2719659,1.0915587
hi,2022-06-19,10.428381,2.2907814
ia,2022-06-19,16.7059366,1.4946271
id,2022-06-19,17.717414,2.1924824
il,2022-06-19,13.0279498,0.8173631
in,2022-06-19,18.1199539,1.2503583
ks,2022-06-19,15.1979447,1.6234094
ky,2022-06-19,13.9499702,1.3279759
la,2022-06-19,18.0835883,1.6471435
ma,2022-06-19,14.4771893,1.2169674
md,2022-06-19,8.8132482,1.047085
me,2022-06-19,15.5489173,2.1390047
mi,2022-06-19,14.368586,0.8297769
mn,2022-06-19,12.694514,1.2164913
mo,2022-06-19,16.8795369,1.2705913
ms,2022-06-19,12.9089944,1.7107592
mt,2022-06-19,15.758898,2.5894582
nc,2022-06-19,14.0181452,0.9107846
nd,2022-06-19,15.675825,3.303
ne,2022-06-19,14.7568068,1.9734409
nh,2022-06-19,12.9767684,2.0301382
nj,2022-06-19,11.1479465,1.0794979
nm,2022-06-19,19.117084,1.987718
nv,2022-06-19,22.6602437,2.3416546
ny,2022-06-19,13.1528015,0.7770098
oh,2022-06-19,17.183681,0.9228423
ok,2022-06-19,17.9555876,1.7045919
or,2022-06-19,19.6100549,1.4695204
pa,2022-06-19,14.5418087,0.8242882
ri,2022-06-19,12.4832688,2.4500716
sc,2022-06-19,12.2134225,1.1762014
sd,2022-06-19,12.9672531,2.7808396
tn,2022-06-19,18.1395584,1.2208186
tx,2022-06-19,13.6763952,0.6340137
ut,2022-06-19,18.9749032,1.893062
va,2022-06-19,12.2469366,0.9424029
vt,2022-06-19,11.9401089,2.9237517
wa,2022-06-19,19.948246,1.1222256
wi,2022-06-19,13.3716809,1.14666
wv,2022-06-19,16.9928564,2.0043587
wy,2022-06-19,16.5244013,3.4638544
ak,2022-06-20,9.8024437,2.4039136
al,2022-06-20,15.1917623,1.2843859
ar,2022-06-20,16.8288553,1.5981709
az,2022-06-20,17.6595366,1.1763966
ca,2022-06-20,13.6620447,0.505007
co,2022-06-20,12.3863918,1.049107
ct,2022-06-20,11.7550122,1.1994687
de,2022-06-20,14.6659761,2.3850927
fl,2022-06-20,12.8838164,0.5588338
ga,2022-06-20,15.396498,1.0068266
hi,2022-06-20,9.884258,2.084469
ia,2022-06-20,16.9285824,1.404554
id,2022-06-20,16.2214173,1.9503124
il,2022-06-20,13.2442749,0.7585325
in,2022-06-20,16.4157348,1.109813
ks,2022-06-20,17.2801085,1.593436
ky,2022-06-20,13.9791749,1.2156689
la,2022-06-20,17.8054452,1.5157524
ma,2022-06-20,13.6156336,1.0972058
md,2022-06-20,8.8879838,0.9754943
me,2022-06-20,16.0856908,1.9582428
mi,2022-06-20,14.5808695,0.76939
mn,2022-06-20,13.2711771,1.1410968
mo,2022-06-20,17.0944994,1.1775486
ms,2022-06-20,13.035445,1.592256
mt,2022-06-20,16.9881358,2.4041924
nc,2022-06-20,13.6951251,0.8377789
nd,2022-06-20,15.8845112,3.0346654
ne,2022-06-20,14.7382813,1.8281253
nh,2022-06-20,13.015452,1.8578633
nj,2022-06-20,10.6129829,0.9759473
nm,2022-06-20,17.8950848,1.7694316
nv,2022-06-20,20.9541008,2.0752161
ny,2022-06-20,13.3029542,0.7177102
oh,2022-06-20,17.5581887,0.86136
ok,2022-06-20,18.2466687,1.588656
or,2022-06-20,18.777114,1.3442462
pa,2022-06-20,14.1533631,0.7529745
ri,2022-06-20,10.6702647,2.1776746
sc,2022-06-20,12.9015335,1.1045767
sd,2022-06-20,14.8846051,2.6825582
tn,2022-06-20,17.0852956,1.1106973
tx,2022-06-20,13.7497226,0.5887768
ut,2022-06-20,18.6132923,1.7167289
va,2022-06-20,12.1869083,0.8664455
vt,2022-06-20,11.0058809,2.6263266
wa,2022-06-20,19.6089248,1.0265195
wi,2022-06-20,13.1921568,1.0503604
wv,2022-06-20,17.4833981,1.8941591
wy,2022-06-20,14.8693631,3.0855323
ak,2022-06-21,9.9273833,2.3421785
al,2022-06-21,15.1229289,1.2877799
ar,2022-06-21,18.4456452,1.673722
az,2022-06-21,16.8626508,1.1435963
ca,2022-06-21,13.754851,0.5054657
co,2022-06-21,11.6871337,1.0325911
ct,2022-06-21,16.2573564,1.3693989
de,2022-06-21,15.3276219,2.4455604
fl,2022-06-21,12.9688587,0.5613393
ga,2022-06-21,14.6313681,0.9863015
hi,2022-06-21,9.5875149,2.051321
ia,2022-06-21,15.4570597,1.349232
id,2022-06-21,16.8466413,1.9801121
il,2022-06-21,12.8398,0.7472904
in,2022-06-21,16.4998669,1.1101022
ks,2022-06-21,16.5554605,1.5664843
ky,2022-06-21,14.278798,1.2257337
la,2022-06-21,17.5197988,1.5073387
ma,2022-06-21,13.6316612,1.1017037
md,2022-06-21,10.0749291,1.0373025
me,2022-06-21,17.5767417,2.0116506
mi,2022-06-21,13.5334605,0.7515081
